"lakeid","year4","sampledate","transect","depth","rep","spname","rake_rating","flag"
"WI",2017,"2017-06-30",2,2,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,2,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,2,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,2.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,2.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,2.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,2.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,3,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,3,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-06-30",2,1,1,"MYRIOPHYLLUM SPICATUM",3,
"WI",2017,"2017-06-30",2,1,2,"MYRIOPHYLLUM SPICATUM",2,
"WI",2017,"2017-06-30",2,1,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,1,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,1.5,1,"MYRIOPHYLLUM SPICATUM",2,
"WI",2017,"2017-06-30",2,1.5,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,1.5,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,2,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,2,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,3,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-06-30",2,1,1,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-06-30",2,1,2,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-06-30",2,1,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,1.5,1,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-06-30",2,1.5,2,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-06-30",2,1.5,3,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-06-30",2,1.5,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,2,1,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-06-30",2,2,2,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-06-30",2,2,3,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,2,4,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-06-30",2,2.5,1,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-06-30",2,2.5,2,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-06-30",2,2.5,3,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-06-30",2,2.5,4,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-06-30",2,3,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,3,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,3.5,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,3.5,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-06-30",2,3.5,4,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-06-30",2,1,4,"STUCKENIA PECTINATA",2,
"WI",2017,"2017-06-30",2,1.5,1,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-06-30",2,1.5,4,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-06-30",2,1,1,"POTAMOGETON CRISPUS",1,
"WI",2017,"2017-06-30",2,1,1,"POTAMOGETON ZOSTERIFORMIS",2,
"WI",2017,"2017-06-30",2,1,2,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-06-30",2,1,3,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-06-30",2,1,4,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-06-30",2,1,1,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-06-30",2,1,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-06-30",2,1,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-06-30",2,1.5,1,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-06-30",2,1.5,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-06-30",2,3.5,4,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-06-30",2,1,2,"POTAMOGETON ILLINOENSIS",1,
"WI",2017,"2017-06-30",2,1,4,"POTAMOGETON ILLINOENSIS",1,
"WI",2017,"2017-06-30",2,1.5,2,"POTAMOGETON ILLINOENSIS",1,
"WI",2017,"2017-06-30",2,2.5,4,"POTAMOGETON ILLINOENSIS",1,
"WI",2017,"2017-06-30",2,2.5,2,"ELODEA CANADENSIS",1,
"WI",2017,"2017-06-30",2,1.5,1,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-06-30",2,1.5,4,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-06-30",2,2.5,2,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-06-30",2,1,1,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1,2,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1,3,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1,4,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1.5,1,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1.5,2,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1.5,3,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1.5,4,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-06-30",2,1,2,"NYMPHAEA ODORATA",1,
"WI",2017,"2017-06-30",2,1,2,"CHARA SP",1,
"WI",2017,"2017-06-30",2,1,3,"CHARA SP",3,
"WI",2017,"2017-06-30",2,1,4,"CHARA SP",1,
"WI",2017,"2017-06-30",2,1,3,"NAJAS FLEXILIS",1,
"WI",2017,"2017-07-06",5,1,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,2.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,3,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,3,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",5,1,1,"MYRIOPHYLLUM SPICATUM",2,
"WI",2017,"2017-07-06",5,1,2,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,1,3,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,1,4,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,1.5,1,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,1.5,2,"MYRIOPHYLLUM SPICATUM",3,
"WI",2017,"2017-07-06",5,1.5,3,"MYRIOPHYLLUM SPICATUM",3,
"WI",2017,"2017-07-06",5,1.5,4,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,2,1,"MYRIOPHYLLUM SPICATUM",3,
"WI",2017,"2017-07-06",5,2,2,"MYRIOPHYLLUM SPICATUM",2,
"WI",2017,"2017-07-06",5,2,3,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,2,4,"MYRIOPHYLLUM SPICATUM",4,
"WI",2017,"2017-07-06",5,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",5,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",5,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",5,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",5,3,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",5,1,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1,3,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1.5,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1.5,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1.5,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,2,1,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-07-06",5,2,2,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-07-06",5,2,3,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-06",5,2,4,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-06",5,2.5,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,2.5,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,2.5,3,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,2.5,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,3,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,3,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,3,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",5,1,1,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",5,1.5,1,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",5,1.5,2,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",5,1.5,3,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",5,1.5,4,"STUCKENIA PECTINATA",2,
"WI",2017,"2017-07-06",5,1,3,"POTAMOGETON NATANS:  ",1,
"WI",2017,"2017-07-06",5,1,4,"POTAMOGETON NATANS:  ",1,
"WI",2017,"2017-07-06",5,2,1,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",5,2,4,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",5,1,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",5,1,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",5,1,4,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",5,1.5,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",5,2,1,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",5,1,3,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-07-06",5,1,1,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-07-06",5,1,2,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-07-06",5,1.5,4,"NYMPHAEA ODORATA",1,
"WI",2017,"2017-07-06",5,1,4,"POTAMOGETON EPIHYDRUS",1,
"WI",2017,"2017-07-06",7,1,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,2.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-06",7,1,1,"MYRIOPHYLLUM SPICATUM",3,
"WI",2017,"2017-07-06",7,1,2,"MYRIOPHYLLUM SPICATUM",2,
"WI",2017,"2017-07-06",7,1,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",7,1,4,"MYRIOPHYLLUM SPICATUM",3,
"WI",2017,"2017-07-06",7,1.5,1,"MYRIOPHYLLUM SPICATUM",5,
"WI",2017,"2017-07-06",7,1.5,2,"MYRIOPHYLLUM SPICATUM",5,
"WI",2017,"2017-07-06",7,1.5,3,"MYRIOPHYLLUM SPICATUM",5,
"WI",2017,"2017-07-06",7,1.5,4,"MYRIOPHYLLUM SPICATUM",5,
"WI",2017,"2017-07-06",7,2,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",7,2,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",7,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",7,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",7,2.5,3,"MYRIOPHYLLUM SPICATUM",2,
"WI",2017,"2017-07-06",7,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-06",7,1,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,1,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,1.5,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,1.5,3,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,2,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,2,2,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,2,3,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-07-06",7,2,4,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-06",7,2.5,1,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-07-06",7,2.5,2,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-06",7,2.5,3,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-06",7,2.5,4,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-06",7,1,3,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",7,1,4,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",7,1.5,1,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",7,1.5,2,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",7,1.5,3,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",7,1.5,4,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-06",7,1,1,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1,2,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1,3,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1,4,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1.5,2,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1.5,4,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-06",7,1,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",7,1.5,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",7,1.5,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",7,1.5,4,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-06",7,1,1,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-07-06",7,1,2,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-07-06",7,1,3,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-07-06",7,1,4,"VALLISNERIA AMERICANA",1,
"WI",2017,"2017-07-06",7,1,3,"CHARA SP",1,
"WI",2017,"2017-07-06",7,1,4,"CHARA SP",1,
"WI",2017,"2017-07-06",7,1,2,"NAJAS FLEXILIS",1,
"WI",2017,"2017-07-06",7,1,4,"NAJAS FLEXILIS",1,
"WI",2017,"2017-07-06",7,2,1,"NAJAS FLEXILIS",1,
"WI",2017,"2017-07-06",7,2,4,"NAJAS FLEXILIS",1,
"WI",2017,"2017-07-05",9,1,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,2.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,3.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",9,1,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1.5,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1.5,2,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1.5,3,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,2,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,3,4,"MYRIOPHYLLUM SPICATUM",1,
"WI",2017,"2017-07-05",9,1,1,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-07-05",9,1,2,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-07-05",9,1,3,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-05",9,1,4,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-07-05",9,1.5,1,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,1.5,2,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,1.5,3,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-05",9,1.5,4,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-07-05",9,2,1,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-07-05",9,2,2,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,2,3,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-05",9,2,4,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,2.5,1,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-05",9,2.5,2,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-05",9,2.5,3,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,2.5,4,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,3,1,"CERATOPHYLLUM DEMERSUM",1,
"WI",2017,"2017-07-05",9,3,2,"CERATOPHYLLUM DEMERSUM",3,
"WI",2017,"2017-07-05",9,3,3,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,3,4,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-05",9,3.5,1,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-07-05",9,3.5,2,"CERATOPHYLLUM DEMERSUM",4,
"WI",2017,"2017-07-05",9,3.5,3,"CERATOPHYLLUM DEMERSUM",2,
"WI",2017,"2017-07-05",9,3.5,4,"CERATOPHYLLUM DEMERSUM",5,
"WI",2017,"2017-07-05",9,1,1,"STUCKENIA PECTINATA",1,
"WI",2017,"2017-07-05",9,1,1,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-05",9,1,2,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-05",9,1,3,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-05",9,1,4,"POTAMOGETON ZOSTERIFORMIS",1,
"WI",2017,"2017-07-05",9,1,1,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1,4,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1.5,1,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1.5,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1.5,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1.5,4,"POTAMOGETON RICHARDSONII",2,
"WI",2017,"2017-07-05",9,2,1,"POTAMOGETON RICHARDSONII",2,
"WI",2017,"2017-07-05",9,2,2,"POTAMOGETON RICHARDSONII",3,
"WI",2017,"2017-07-05",9,2,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,2,4,"POTAMOGETON RICHARDSONII",2,
"WI",2017,"2017-07-05",9,2.5,1,"POTAMOGETON RICHARDSONII",2,
"WI",2017,"2017-07-05",9,2.5,2,"POTAMOGETON RICHARDSONII",2,
"WI",2017,"2017-07-05",9,2.5,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,2.5,4,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,3.5,1,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,3.5,2,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,3.5,3,"POTAMOGETON RICHARDSONII",1,
"WI",2017,"2017-07-05",9,1,1,"ELODEA CANADENSIS",1,
"WI",2017,"2017-07-05",9,2,1,"ELODEA CANADENSIS",1,
"WI",2017,"2017-07-05",9,2,2,"ELODEA CANADENSIS",1,
"WI",2017,"2017-07-05",9,1,1,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-07-05",9,1,2,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-07-05",9,1,3,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-07-05",9,1,4,"HETERANTHERA DUBIA",1,
"WI",2017,"2017-07-05",11,1,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,1,2,"FILAMENTOUS ALGAE",2,
"WI",2017,"2017-07-05",11,1,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,1,4,"FILAMENTOUS ALGAE",3,
"WI",2017,"2017-07-05",11,1.5,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,1.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,1.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,1.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2.5,1,"FILAMENTOUS ALGAE",3,
"WI",2017,"2017-07-05",11,2.5,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2.5,3,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,2.5,4,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,3,1,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,3,2,"FILAMENTOUS ALGAE",1,
"WI",2017,"2017-07-05",11,3,3,"FILAMENTOUS ALGAE",1,
